"Pos","Rider","Country","Team","Result","result_type","result_class","result_seconds","duration","stage_date","race_id","stage_id"
"23","Ion Izagirre","Spa","Euskaltel Euskadi",0,"time","Results","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"24","Tiago Machado","Por","Radioshack Leopard",0,"time","Results","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"25","Chris Anker Sorensen","Den","SaxoTinkoff",0,"time","Results","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"26","Jonathan Cantwell","Aus","SaxoTinkoff",0,"time","Results","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"27","Andrey Kashechkin","Kaz","Astana",0,"time","Results","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"28","Kenny Elissonde","Fra","FDJ",0,"time","Results","8S",13014,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"29","Jurgen Roelandts","Bel","Lotto Belisol",0,"time","Results","11S",13017,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"30","Peter Velits","Svk","Omega PharmaQuickStep",0,"time","Results","12S",13018,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"31","Adam Phelan","Aus","UNI SA Australia",0,"time","Results","0S",13018,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"32","Koen De Kort","Ned","ArgosShimano",0,"time","Results","18S",13024,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"33","Cristiano Salerno","Ita","Cannondale",0,"time","Results","21S",13027,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"34","Thomas De Gendt","Bel","VacansoleilDCM",0,"time","Results","26S",13032,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"35","Lachlan Morton","Aus","Garmin Sharp",0,"time","Results","30S",13036,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"36","Zakkary Dempster","Aus","UNI SA Australia",0,"time","Results","0S",13036,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"37","Andre Greipel","Ger","Lotto Belisol",0,"time","Results","33S",13039,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"38","Yauheni Hutarovich","Blr","Ag2r La Mondiale",0,"time","Results","42S",13048,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"39","Guillaume Bonnafond","Fra","Ag2r La Mondiale",0,"time","Results","0S",13048,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"40","Simon Gerrans","Aus","Orica GreenEdge",0,"time","Results","0S",13048,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"41","Manuele Mori","Ita","LampreMerida",0,"time","Results","0S",13048,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"42","Arnaud Demare","Fra","FDJ",0,"time","Results","46S",13052,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"43","David Tanner","Aus","Blanco",0,"time","Results","50S",13056,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"44","Jordan Kerby","Aus","UNI SA Australia",0,"time","Results","52S",13058,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"45","Gert Steegmans","Bel","Omega PharmaQuickStep",0,"time","Results","57S",13063,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"46","Cameron Wurf","Aus","Cannondale",0,"time","Results","74S",13080,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"47","Elia Favilli","Ita","LampreMerida",0,"time","Results","81S",13087,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"48","Gregory Henderson","NZl","Lotto Belisol",0,"time","Results","0S",13087,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"49","Stuart OGrady","Aus","Orica GreenEdge",0,"time","Results","85S",13091,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"50","Mark Renshaw","Aus","Blanco",0,"time","Results","89S",13095,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"51","Mickael Delage","Fra","FDJ",0,"time","Results","91S",13097,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"52","Steele Von Hoff","Aus","Garmin Sharp",0,"time","Results","96S",13102,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"53","Mathew Hayman","Aus","Sky Procycling",0,"time","Results","0S",13102,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"54","Bert Grabsch","Ger","Omega PharmaQuickStep",0,"time","Results","0S",13102,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"55","Andreas Timmer","Ned","ArgosShimano",0,"time","Results","118S",13124,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"56","Yann Huguet","Fra","ArgosShimano",0,"time","Results","0S",13124,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"57","Edvald Boasson Hagen","Nor","Sky Procycling",0,"time","Results","127S",13133,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"58","Jerome Pineau","Fra","Omega PharmaQuickStep",0,"time","Results","0S",13133,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"59","Jens Mouris","Ned","Orica GreenEdge",0,"time","Results","223S",13229,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"60","Klaas Lodewyck","Bel","BMC",0,"time","Results","248S",13254,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"61","Steve Morabito","Swi","BMC",0,"time","Results","251S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"62","Amael Moinard","Fra","BMC",0,"time","Results","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"63","Valerio Agnoli","Ita","Astana",0,"time","Results","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"64","Calvin Watson","Aus","UNI SA Australia",0,"time","Results","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"65","Jay McCarthy","Aus","SaxoTinkoff",0,"time","Results","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"66","Damien Howson","Aus","UNI SA Australia",0,"time","Results","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"67","Jose Ivan Gutierrez","Spa","Movistar",0,"time","Results","271S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"68","Stefano Agostini","Ita","Cannondale",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"69","Jens Voigt","Ger","Radioshack Leopard",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"70","Jack Bobridge","Aus","Blanco",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"71","Alan Marangoni","Ita","Cannondale",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"72","Juan Jose Oroz Ugalde","Fra","Euskaltel Euskadi",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"73","Federico Canuti","Ita","Cannondale",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"74","Jose Herrada Lopez","Spa","Movistar",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"75","Andrey Amador","CRc","Movistar",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"76","Eros Capecchi","Ita","Movistar",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"77","William Bonnet","Fra","FDJ",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"78","Danilo Wyss","Swi","BMC",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"79","Maxim Iglinsky","Kaz","Astana",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"80","Frantisek Rabon","Cze","Omega PharmaQuickStep",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"81","Davide Cimolai","Ita","LampreMerida",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"82","Christopher Juul Jensen","Den","SaxoTinkoff",0,"time","Results","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"83","Simon Clarke","Aus","Orica GreenEdge",0,"time","Results","355S",13361,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"84","Simone Stortoni","Ita","LampreMerida",0,"time","Results","0S",13361,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"85","Thierry Hupond","Fra","ArgosShimano",0,"time","Results","0S",13361,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"86","Takashi Miyazawa","Jpn","SaxoTinkoff",0,"time","Results","396S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"87","Willem Wauters","Bel","VacansoleilDCM",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"88","Jonas Ahlstrand","Swe","ArgosShimano",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"89","Matthew Lloyd","Aus","LampreMerida",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"90","Daryl Impey","RSA","Orica GreenEdge",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"91","Luke Durbridge","Aus","Orica GreenEdge",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"92","Blel Kadri","Fra","Ag2r La Mondiale",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"93","Davide Appollonio","Ita","Ag2r La Mondiale",0,"time","Results","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"94","Maarten Tjallingii","Ned","Blanco",0,"time","Results","441S",13447,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"95","Tyler Farrar","USA","Garmin Sharp",0,"time","Results","0S",13447,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"96","Bernhard Eisel","Aut","Sky Procycling",0,"time","Results","0S",13447,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"97","Graeme Brown","Aus","Blanco",0,"time","Results","0S",13447,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"98","Ian Stannard","GBr","Sky Procycling",0,"time","Results","0S",13447,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"99","Nathan Haas","Aus","Garmin Sharp",0,"time","Results","454S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"100","Jesse Sergent","NZl","Radioshack Leopard",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"101","Marcel Sieberg","Ger","Lotto Belisol",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"102","Laurent Mangel","Fra","FDJ",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"103","Andrew Fenn","GBr","Omega PharmaQuickStep",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"104","Brian Vandborg","Den","Cannondale",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"105","Anthony Giacoppo","Aus","UNI SA Australia",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"106","Laurent Didier","Lux","Radioshack Leopard",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"107","Garikoitz Bravo Oiarbide","Spa","Euskaltel Euskadi",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"108","Jon Aberasturi","Spa","Euskaltel Euskadi",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"109","Christopher Sutton","Aus","Sky Procycling",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"110","Andrea Guardini","Ita","Astana",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"111","Boy Van Poppel","Ned","VacansoleilDCM",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"112","Juan Jose Lobato","Spa","Euskaltel Euskadi",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"113","Marcel Kittel","Ger","ArgosShimano",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"114","Enrico Gasparotto","Ita","Astana",0,"time","Results","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"115","William Clarke","Aus","ArgosShimano",0,"time","Results","528S",13534,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"116","Olivier Kaisen","Bel","Lotto Belisol",0,"time","Results","544S",13550,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"117","Tim Wellens","Bel","Lotto Belisol",0,"time","Results","0S",13550,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"118","Tomasz Marczynski","Pol","VacansoleilDCM",0,"time","Results","707S",13713,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"119","Kenny Robert Van Hummel","Ned","VacansoleilDCM",0,"time","Results","0S",13713,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"120","Barry Markus","Ned","VacansoleilDCM",0,"time","Results","0S",13713,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"121","Juraj Sagan","Svk","Cannondale",0,"time","Results","0S",13713,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"122","Julian Kern","Ger","Ag2r La Mondiale",0,"time","Results","913S",13919,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"123","Jacopo Guarnieri","Ita","Astana",0,"time","Results","1007S",14013,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"124","Andy Schleck","Lux","Radioshack Leopard",0,"time","Results","0S",14013,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"125","Gediminas Bagdonas","Lit","Ag2r La Mondiale",0,"time","Results","0S",14013,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"126","Luke Rowe","GBr","Sky Procycling",0,"time","Results","0S",14013,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"127","Roberto Ferrari","Ita","LampreMerida",0,"time","Results","0S",14013,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"128","Manuele Boaro","Ita","SaxoTinkoff",0,"time","Results","1179S",14185,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"129","Martin Kohler","Swi","BMC",0,"time","Results","0S",14185,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"130","Mikel Astarloza","Spa","Euskaltel Euskadi",0,"time","Results","1296S",14302,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"DNF","Timothy Duggan","USA","SaxoTinkoff",0,"time","Results",NA,NA,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"1","Tom Jelte Slagter","Ned","Blanco",3,"time","Young rider","13006S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"2","Wilco Kelderman","Ned","Blanco",0,"time","Young rider","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"3","George Bennett","NZl","Radioshack Leopard",0,"time","Young rider","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"4","Ion Izagirre","Spa","Euskaltel Euskadi",0,"time","Young rider","0S",13006,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"5","Kenny Elissonde","Fra","FDJ",0,"time","Young rider","8S",13014,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"6","Adam Phelan","Aus","UNI SA Australia",0,"time","Young rider","12S",13018,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"7","Lachlan Morton","Aus","Garmin Sharp",0,"time","Young rider","30S",13036,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"8","Arnaud Demare","Fra","FDJ",0,"time","Young rider","46S",13052,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"9","Jordan Kerby","Aus","UNI SA Australia",0,"time","Young rider","52S",13058,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"10","Elia Favilli","Ita","LampreMerida",0,"time","Young rider","81S",13087,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"11","Calvin Watson","Aus","UNI SA Australia",0,"time","Young rider","251S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"12","Jay McCarthy","Aus","SaxoTinkoff",0,"time","Young rider","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"13","Damien Howson","Aus","UNI SA Australia",0,"time","Young rider","0S",13257,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"14","Stefano Agostini","Ita","Cannondale",0,"time","Young rider","271S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"15","Jack Bobridge","Aus","Blanco",0,"time","Young rider","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"16","Davide Cimolai","Ita","LampreMerida",0,"time","Young rider","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"17","Christopher Juul Jensen","Den","SaxoTinkoff",0,"time","Young rider","0S",13277,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"18","Willem Wauters","Bel","VacansoleilDCM",0,"time","Young rider","396S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"19","Jonas Ahlstrand","Swe","ArgosShimano",0,"time","Young rider","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"20","Luke Durbridge","Aus","Orica GreenEdge",0,"time","Young rider","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"21","Davide Appollonio","Ita","Ag2r La Mondiale",0,"time","Young rider","0S",13402,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"22","Nathan Haas","Aus","Garmin Sharp",0,"time","Young rider","454S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"23","Andrew Fenn","GBr","Omega PharmaQuickStep",0,"time","Young rider","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"24","Garikoitz Bravo Oiarbide","Spa","Euskaltel Euskadi",0,"time","Young rider","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"25","Jon Aberasturi","Spa","Euskaltel Euskadi",0,"time","Young rider","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"26","Andrea Guardini","Ita","Astana",0,"time","Young rider","0S",13460,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"27","Tim Wellens","Bel","Lotto Belisol",0,"time","Young rider","544S",13550,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"28","Barry Markus","Ned","VacansoleilDCM",0,"time","Young rider","707S",13713,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"29","Julian Kern","Ger","Ag2r La Mondiale",0,"time","Young rider","913S",13919,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"30","Luke Rowe","GBr","Sky Procycling",0,"time","Young rider","1007S",14013,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"1","Simon Clarke","Aus","Orica GreenEdge",NA,"time","Most competitive rider","0S",0,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"1","Movistar",NA,NA,10,"time","Teams","39018S",39018,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"2","Radioshack Leopard",NA,NA,0,"time","Teams","0S",39018,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"3","Garmin Sharp",NA,NA,0,"time","Teams","1800S",40818,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"4","UNI SA Australia",NA,NA,0,"time","Teams","2520S",41538,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"5","Lotto Belisol",NA,NA,0,"time","Teams","2640S",41658,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"6","Blanco",NA,NA,0,"time","Teams","3000S",42018,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"7","FDJ",NA,NA,0,"time","Teams","3240S",42258,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"8","Omega PharmaQuickStep",NA,NA,1,"time","Teams","4140S",43158,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"9","Ag2r La Mondiale",NA,NA,1,"time","Teams","5040S",44058,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"10","LampreMerida",NA,NA,2,"time","Teams","7380S",46398,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"11","Orica GreenEdge",NA,NA,2,"time","Teams","7620S",46638,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"12","Sky Procycling",NA,NA,3,"time","Teams","13380S",52398,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"13","BMC",NA,NA,4,"time","Teams","14880S",53898,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"14","Astana",NA,NA,4,"time","Teams","15060S",54078,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"15","SaxoTinkoff",NA,NA,0,"time","Teams","0S",54078,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"16","ArgosShimano",NA,NA,4,"time","Teams","15240S",54258,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"17","Euskaltel Euskadi",NA,NA,4,"time","Teams","16260S",55278,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"18","Cannondale",NA,NA,6,"time","Teams","21960S",60978,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"19","VacansoleilDCM",NA,NA,7,"time","Teams","25320S",64338,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"1","Geraint Thomas","GBr","Sky Procycling",9,"time","General classification","35777S",35777,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"2","Tom Jelte Slagter","Ned","Blanco",0,"time","General classification","5S",35782,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"3","Javier Moreno Bazan","Spa","Movistar",0,"time","General classification","6S",35783,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"4","Ben Hermans","Bel","Radioshack Leopard",0,"time","General classification","8S",35785,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"5","Daniele Pietropolli","Ita","LampreMerida",0,"time","General classification","15S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"6","Ion Izagirre","Spa","Euskaltel Euskadi",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"7","Gorka Izagirre","Spa","Euskaltel Euskadi",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"8","George Bennett","NZl","Radioshack Leopard",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"9","Jack Bauer","NZl","Garmin Sharp",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"10","Wilco Kelderman","Ned","Blanco",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"11","Tiago Machado","Por","Radioshack Leopard",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"12","Jussi Veikkanen","Fra","FDJ",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"13","Adam Hansen","Aus","Lotto Belisol",0,"time","General classification","0S",35792,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"14","Kenny Elissonde","Fra","FDJ",0,"time","General classification","23S",35800,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"15","Jose Joaquin Rojas Gil","Spa","Movistar",0,"time","General classification","31S",35808,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"16","Rafael Valls Ferri","Spa","VacansoleilDCM",0,"time","General classification","32S",35809,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"17","Mikael Cherel","Fra","Ag2r La Mondiale",0,"time","General classification","0S",35809,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"18","Andrey Kashechkin","Kaz","Astana",0,"time","General classification","0S",35809,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"19","Serge Pauwels","Bel","Omega PharmaQuickStep",0,"time","General classification","0S",35809,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"20","Chris Anker Sorensen","Den","SaxoTinkoff",0,"time","General classification","0S",35809,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"21","Ivan Santaromita","Ita","BMC",0,"time","General classification","35S",35812,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"22","Lachlan Morton","Aus","Garmin Sharp",0,"time","General classification","62S",35839,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"23","Jonathan Cantwell","Aus","SaxoTinkoff",0,"time","General classification","89S",35866,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"24","Peter Velits","Svk","Omega PharmaQuickStep",0,"time","General classification","92S",35869,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"25","Adam Phelan","Aus","UNI SA Australia",0,"time","General classification","0S",35869,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"26","Cristiano Salerno","Ita","Cannondale",0,"time","General classification","110S",35887,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"27","Zakkary Dempster","Aus","UNI SA Australia",0,"time","General classification","119S",35896,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"28","Guillaume Bonnafond","Fra","Ag2r La Mondiale",0,"time","General classification","128S",35905,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"29","Gregory Henderson","NZl","Lotto Belisol",0,"time","General classification","161S",35938,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"30","Simone Ponzi","Ita","Astana",0,"time","General classification","166S",35943,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"31","Robert Hunter","RSA","Garmin Sharp",0,"time","General classification","167S",35944,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"32","Koen De Kort","Ned","ArgosShimano",0,"time","General classification","172S",35949,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"33","Philippe Gilbert","Bel","BMC",0,"time","General classification","173S",35950,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"34","Elia Favilli","Ita","LampreMerida",0,"time","General classification","177S",35954,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"35","Thomas De Gendt","Bel","VacansoleilDCM",0,"time","General classification","191S",35968,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"36","Yauheni Hutarovich","Blr","Ag2r La Mondiale",0,"time","General classification","196S",35973,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"37","Simon Gerrans","Aus","Orica GreenEdge",0,"time","General classification","206S",35983,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"38","Edvald Boasson Hagen","Nor","Sky Procycling",0,"time","General classification","207S",35984,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"39","Giovanni Visconti","Ita","Movistar",0,"time","General classification","212S",35989,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"40","David Tanner","Aus","Blanco",0,"time","General classification","217S",35994,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"41","Arnaud Demare","Fra","FDJ",0,"time","General classification","220S",35997,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"42","Mathew Hayman","Aus","Sky Procycling",0,"time","General classification","235S",36012,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"43","Steele Von Hoff","Aus","Garmin Sharp",0,"time","General classification","263S",36040,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"44","Bernard Sulzberger","Aus","UNI SA Australia",0,"time","General classification","268S",36045,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"45","Mickael Delage","Fra","FDJ",0,"time","General classification","271S",36048,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"46","Gert Steegmans","Bel","Omega PharmaQuickStep",0,"time","General classification","281S",36058,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"47","Yann Huguet","Fra","ArgosShimano",0,"time","General classification","285S",36062,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"48","Jerome Pineau","Fra","Omega PharmaQuickStep",0,"time","General classification","292S",36069,"2013-01-24","race_2013_0041","race_2013_0041_s04"
"49","Bert Grabsch","Ger","Omega PharmaQuickStep",0,"time","General classification","342S",36119,"2013-01-24","race_2013_0041","race_2013_0041_s04"
